subject,run_name,task,stimulus_set,TRIAL,beta_index,beta_number,target_number,target_code,target_name,repeat,image_path,SOURCE_FILE,RUN_NAME,SUBJECT,SESSION,RUN,CONDITION,CUE,FRAMEFILE,IMAGEFILE,GROUNDTRUTH,ISCORRECT,CHANGEMIND,TOTAL1,TOTAL2,BUTTON,TRIALONSET,TRIALEND,IMAGEONSET,IMAGESERIESENDS,FINALDECISIONTIME,RT
subj01,visA,vision,A,11,10,11,1,H,bar_000.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,H,bar_000.0deg_450L_43W_cueH.png,,1.0,1.0,0.0,1,0,1.0,55.9956253769997,59.9964641679981,,,56.7242552089992,728.629831999569
subj01,visA,vision,A,12,11,12,5,P,crs_000.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,P,crs_000.0deg_450L_43W_cueP.png,,1.0,1.0,0.0,1,0,1.0,59.9964641679981,63.9957802860008,,,60.6833768819997,686.912714001664
subj01,visA,vision,A,13,12,13,4,L,bar_135.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,L,L,bar_135.0deg_450L_43W_cueL.png,,1.0,1.0,0.0,1,0,1.0,63.9957802860008,67.9960314499986,,,64.7706619790006,774.88169299977
subj01,visA,vision,A,14,13,14,5,P,crs_000.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,E,crs_000.0deg_450L_43W_cueE.png,,0.0,1.0,0.0,0,1,2.0,67.9960314499986,71.9947610749987,,,68.8216545040013,825.62305400279
subj01,visA,vision,A,15,14,15,1,H,bar_000.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,L,bar_000.0deg_450L_43W_cueL.png,,0.0,1.0,0.0,0,1,2.0,71.9947610749987,75.9949559650013,,,72.8263257889994,831.564714000706
subj01,visA,vision,A,16,15,16,3,V,bar_090.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,V,V,bar_090.0deg_450L_43W_cueV.png,,1.0,1.0,0.0,1,0,1.0,79.9949592919984,83.9942288070015,,,80.7314360130003,736.476721001964
subj01,visA,vision,A,17,16,17,5,P,crs_000.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,P,crs_000.0deg_450L_43W_cueP.png,,1.0,1.0,0.0,1,0,1.0,83.9942288070015,87.9946070459991,,,84.6276490499986,633.42024299709
subj01,visA,vision,A,18,17,18,2,R,bar_045.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,R,bar_045.0deg_450L_43W_cueR.png,,1.0,1.0,0.0,1,0,1.0,87.9946070459991,91.9947490769991,,,88.6996568709983,705.049824999151
subj01,visA,vision,A,19,18,19,1,H,bar_000.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,H,bar_000.0deg_450L_43W_cueH.png,,1.0,1.0,0.0,1,0,1.0,91.9947490769991,95.9943442469994,,,92.6227748400015,628.02576300237
subj01,visA,vision,A,20,19,20,3,V,bar_090.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,V,H,bar_090.0deg_450L_43W_cueH.png,,0.0,1.0,0.0,0,1,2.0,95.9943442469994,99.9935816789985,,,96.7821496100005,787.805363001098
subj01,visA,vision,A,21,20,21,5,P,crs_000.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,V,crs_000.0deg_450L_43W_cueV.png,,0.0,1.0,0.0,0,1,2.0,99.9935816789985,103.994267421,,,100.904670977001,911.08929800248
subj01,visA,vision,A,22,21,22,1,H,bar_000.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,L,bar_000.0deg_450L_43W_cueL.png,,0.0,1.0,0.0,0,1,2.0,103.994267421,107.993676889,,,104.747422543001,753.155122001772
subj01,visA,vision,A,23,22,23,2,R,bar_045.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,R,bar_045.0deg_450L_43W_cueR.png,,1.0,1.0,0.0,1,0,1.0,111.993169924001,115.993361706998,,,113.517999041,1524.82911699917
subj01,visA,vision,A,24,23,24,6,E,crs_045.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,E,V,crs_045.0deg_450L_43W_cueV.png,,0.0,1.0,0.0,0,1,2.0,115.993361706998,119.992892385999,,,116.717459279,724.097572001483
subj01,visA,vision,A,25,24,25,1,H,bar_000.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,L,bar_000.0deg_450L_43W_cueL.png,,0.0,1.0,0.0,0,1,2.0,119.992892385999,123.992479253,,,120.647434328999,654.541943000368
subj01,visA,vision,A,26,25,26,2,R,bar_045.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,R,bar_045.0deg_450L_43W_cueR.png,,1.0,1.0,0.0,1,0,1.0,123.992479253,127.992116873,,,124.544770815999,552.291562999017
subj01,visA,vision,A,27,26,27,6,E,crs_045.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,E,E,crs_045.0deg_450L_43W_cueE.png,,1.0,1.0,0.0,1,0,1.0,127.992116873,131.990949161001,,,128.672780104,680.663230999926
subj01,visA,vision,A,28,27,28,4,L,bar_135.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,L,L,bar_135.0deg_450L_43W_cueL.png,,1.0,1.0,0.0,1,0,1.0,131.990949161001,135.990469413999,,,132.642478668,651.529506998486
subj01,visA,vision,A,29,28,29,1,H,bar_000.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,E,bar_000.0deg_450L_43W_cueE.png,,0.0,1.0,0.0,0,1,2.0,135.990469413999,139.990433507999,,,136.732047635,741.578221000964
subj01,visA,vision,A,30,29,30,4,L,bar_135.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,L,P,bar_135.0deg_450L_43W_cueP.png,,0.0,1.0,0.0,0,1,2.0,139.990433507999,143.990836171,,,140.826172981,835.739473001013
subj01,visA,vision,A,31,30,31,2,R,bar_045.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,P,bar_045.0deg_450L_43W_cueP.png,,0.0,1.0,0.0,0,1,2.0,143.990836171,147.9905827,,,144.801657641001,810.821470000519
subj01,visA,vision,A,32,31,32,3,V,bar_090.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,V,V,bar_090.0deg_450L_43W_cueV.png,,1.0,1.0,0.0,1,0,1.0,147.9905827,151.99074112,,,148.671851636998,681.268936998094
subj01,visA,vision,A,33,32,33,6,E,crs_045.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,E,R,crs_045.0deg_450L_43W_cueR.png,,0.0,1.0,0.0,0,1,2.0,151.99074112,155.990631596,,,153.047761123998,1057.02000399833
subj01,visA,vision,A,34,33,34,3,V,bar_090.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,V,V,bar_090.0deg_450L_43W_cueV.png,,1.0,1.0,0.0,1,0,1.0,155.990631596,159.991184461,,,156.563948424999,573.316828998941
subj01,visA,vision,A,35,34,35,5,P,crs_000.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,P,crs_000.0deg_450L_43W_cueP.png,,1.0,1.0,0.0,1,0,1.0,163.990650525,167.991187634001,,,164.638898388999,648.247863999131
subj01,visA,vision,A,36,35,36,1,H,bar_000.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,H,H,bar_000.0deg_450L_43W_cueH.png,,1.0,1.0,0.0,1,0,1.0,167.991187634001,171.99101329,,,168.625224804,634.037169998919
subj01,visA,vision,A,37,36,37,4,L,bar_135.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,L,H,bar_135.0deg_450L_43W_cueH.png,,0.0,1.0,0.0,0,1,2.0,171.99101329,175.990949931002,,,172.668719933001,677.70664300042
subj01,visA,vision,A,38,37,38,5,P,crs_000.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,E,crs_000.0deg_450L_43W_cueE.png,,0.0,1.0,0.0,0,1,2.0,175.990949931002,179.99024132,,,176.855482149,864.532217998203
subj01,visA,vision,A,39,38,39,6,E,crs_045.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,E,E,crs_045.0deg_450L_43W_cueE.png,,1.0,1.0,0.0,1,0,1.0,179.99024132,183.989660306001,,,180.670180912999,679.93959299929
subj01,visA,vision,A,40,39,40,2,R,bar_045.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,H,bar_045.0deg_450L_43W_cueH.png,,0.0,1.0,0.0,0,1,2.0,183.989660306001,187.989330905999,,,184.8696451,879.984793999029
subj01,visA,vision,A,41,40,41,3,V,bar_090.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,V,E,bar_090.0deg_450L_43W_cueE.png,,0.0,1.0,0.0,0,1,2.0,187.989330905999,191.989533800999,,,188.743846951998,754.51604599948
subj01,visA,vision,A,42,41,42,5,P,crs_000.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,P,P,crs_000.0deg_450L_43W_cueP.png,,1.0,1.0,0.0,1,0,1.0,195.989877641001,199.988821833998,,,196.673687127,683.809485999518
subj01,visA,vision,A,43,42,43,4,L,bar_135.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,L,L,bar_135.0deg_450L_43W_cueL.png,,1.0,1.0,0.0,1,0,1.0,199.988821833998,203.988458764001,,,200.626778763999,637.956930000655
subj01,visA,vision,A,44,43,44,6,E,crs_045.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,E,E,crs_045.0deg_450L_43W_cueE.png,,1.0,1.0,0.0,1,0,1.0,203.988458764001,207.988323000001,,,204.680028914001,691.570150000189
subj01,visA,vision,A,45,44,45,2,R,bar_045.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,V,bar_045.0deg_450L_43W_cueV.png,,0.0,1.0,0.0,0,1,2.0,207.988323000001,211.988691553001,,,208.749299993,760.976992998621
subj01,visA,vision,A,46,45,46,3,V,bar_090.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,V,H,bar_090.0deg_450L_43W_cueH.png,,0.0,1.0,0.0,0,1,2.0,211.988691553001,215.988628065999,,,212.800341754999,811.650201998418
subj01,visA,vision,A,47,46,47,2,R,bar_045.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,R,R,bar_045.0deg_450L_43W_cueR.png,,1.0,1.0,0.0,1,0,1.0,215.988628065999,219.988281721999,,,216.593389203001,604.761137001333
subj01,visA,vision,A,48,47,48,6,E,crs_045.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_visA.tsv,visA,1,1,1,E,R,crs_045.0deg_450L_43W_cueR.png,,0.0,1.0,0.0,0,1,2.0,219.988281721999,223.987827460998,,,220.745623757,757.342035001784
subj01,imgA_1,imagery,A,1,144,145,4,L,bar_135.0deg_450L_43W.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,11.998026977999,15.9993317570006,,,14.1045881259997,2106.56114800076
subj01,imgA_1,imagery,A,2,145,146,3,V,bar_090.0deg_450L_43W.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,15.9993317570006,19.9974611840007,,,17.5521325580012,1552.80080100056
subj01,imgA_1,imagery,A,3,146,147,1,H,bar_000.0deg_450L_43W.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,19.9974611840007,23.9973506130009,,,21.3037737249979,1306.31254099717
subj01,imgA_1,imagery,A,4,147,148,3,V,bar_090.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,23.9973506130009,27.9970916130005,,,25.2426875380006,1245.33692499972
subj01,imgA_1,imagery,A,5,148,149,4,L,bar_135.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,27.9970916130005,31.9975927329979,,,29.215749660998,1218.65804799745
subj01,imgA_1,imagery,A,6,149,150,2,R,bar_045.0deg_450L_43W.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,1,0,1.0,31.9975927329979,35.9973165279989,,,33.2859277669995,1288.33503400165
subj01,imgA_1,imagery,A,7,150,151,6,E,crs_045.0deg_450L_43W.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,35.9973165279989,39.9966874159982,,,37.4673016160014,1469.98508800243
subj01,imgA_1,imagery,A,8,151,152,4,L,bar_135.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,39.9966874159982,43.9963966869982,,,41.3435776469996,1346.89023100145
subj01,imgA_1,imagery,A,9,152,153,5,P,crs_000.0deg_450L_43W.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,47.997013193999,51.9959286459998,,,49.7664633460008,1769.45015200181
subj01,imgA_1,imagery,A,10,153,154,6,E,crs_045.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,51.9959286459998,55.995711986001,,,52.9882223929999,992.293747000076
subj01,imgA_1,imagery,A,11,154,155,1,H,bar_000.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,55.995711986001,59.9956090380001,,,57.276358340001,1280.64635400005
subj01,imgA_1,imagery,A,12,155,156,5,P,crs_000.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,59.9956090380001,63.9956099779993,,,61.1251847089989,1129.57567099875
subj01,imgA_1,imagery,A,13,156,157,4,L,bar_135.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,63.9956099779993,67.9954040410012,,,65.1104682119985,1114.85823399926
subj01,imgA_1,imagery,A,14,157,158,5,P,crs_000.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,67.9954040410012,71.9956886689979,,,69.4405579480008,1445.15390699962
subj01,imgA_1,imagery,A,15,158,159,1,H,bar_000.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,71.9956886689979,75.9952049399981,,,73.5954227479997,1599.73407900179
