row_id,subject,subject_10k_index,nsd_73k_id,n_repeats,beta_normalization,split
254,subj01,255,21193,3,session_zscore,test
255,subj01,256,21195,3,session_zscore,test
256,subj01,257,21198,3,session_zscore,test
257,subj01,258,21219,3,session_zscore,test
258,subj01,259,21254,3,session_zscore,test
259,subj01,260,21280,3,session_zscore,test
260,subj01,261,21319,3,session_zscore,test
261,subj01,262,21509,3,session_zscore,test
262,subj01,263,21527,3,session_zscore,test
263,subj01,264,21554,3,session_zscore,test
264,subj01,265,21602,3,session_zscore,test
265,subj01,266,21704,3,session_zscore,test
266,subj01,267,21951,3,session_zscore,test
267,subj01,268,21990,3,session_zscore,test
268,subj01,269,22139,3,session_zscore,test
269,subj01,270,22144,3,session_zscore,test
270,subj01,271,22156,3,session_zscore,test
271,subj01,272,22264,3,session_zscore,test
272,subj01,273,22388,3,session_zscore,test
273,subj01,274,22496,3,session_zscore,test
274,subj01,275,22506,3,session_zscore,test
275,subj01,276,22516,3,session_zscore,test
276,subj01,277,22524,3,session_zscore,test
277,subj01,278,22531,3,session_zscore,test
278,subj01,279,22586,3,session_zscore,test
279,subj01,280,22588,3,session_zscore,test
280,subj01,281,22773,3,session_zscore,test
281,subj01,282,22783,3,session_zscore,test
282,subj01,283,22795,3,session_zscore,test
283,subj01,284,22810,3,session_zscore,test
284,subj01,285,22846,3,session_zscore,test
285,subj01,286,22874,3,session_zscore,test
286,subj01,287,22880,3,session_zscore,test
287,subj01,288,22887,3,session_zscore,test
288,subj01,289,22958,3,session_zscore,test
289,subj01,290,22968,3,session_zscore,test
290,subj01,291,22994,3,session_zscore,test
291,subj01,292,23037,3,session_zscore,test
292,subj01,293,23242,3,session_zscore,test
293,subj01,294,23493,3,session_zscore,test
294,subj01,295,23716,3,session_zscore,test
295,subj01,296,23730,3,session_zscore,test
296,subj01,297,23872,3,session_zscore,test
297,subj01,298,23877,3,session_zscore,test
298,subj01,299,23884,3,session_zscore,test
299,subj01,300,23994,3,session_zscore,test
300,subj01,301,24203,3,session_zscore,test
301,subj01,302,24215,3,session_zscore,test
302,subj01,303,24265,3,session_zscore,test
303,subj01,304,24318,3,session_zscore,test
304,subj01,305,24481,3,session_zscore,test
305,subj01,306,24518,3,session_zscore,test
306,subj01,307,24531,3,session_zscore,test
307,subj01,308,24561,3,session_zscore,test
308,subj01,309,24639,3,session_zscore,test
309,subj01,310,24641,3,session_zscore,test
310,subj01,311,24650,3,session_zscore,test
311,subj01,312,24740,3,session_zscore,test
312,subj01,313,24741,3,session_zscore,test
313,subj01,314,24788,3,session_zscore,test
314,subj01,315,24847,3,session_zscore,test
315,subj01,316,25060,3,session_zscore,test
316,subj01,317,25092,3,session_zscore,test
317,subj01,318,25112,3,session_zscore,test
318,subj01,319,25206,3,session_zscore,test
319,subj01,320,25251,3,session_zscore,test
320,subj01,321,25269,3,session_zscore,test
321,subj01,322,25285,3,session_zscore,test
322,subj01,323,25288,3,session_zscore,test
323,subj01,324,25319,3,session_zscore,test
324,subj01,325,25320,3,session_zscore,test
325,subj01,326,25372,3,session_zscore,test
326,subj01,327,25455,3,session_zscore,test
327,subj01,328,25571,3,session_zscore,test
328,subj01,329,25579,3,session_zscore,test
329,subj01,330,25582,3,session_zscore,test
330,subj01,331,25589,3,session_zscore,test
331,subj01,332,25603,3,session_zscore,test
332,subj01,333,25694,3,session_zscore,test
333,subj01,334,25703,3,session_zscore,test
334,subj01,335,25712,3,session_zscore,test
335,subj01,336,25742,3,session_zscore,test
336,subj01,337,25747,3,session_zscore,test
337,subj01,338,25882,3,session_zscore,test
338,subj01,339,25907,3,session_zscore,test
339,subj01,340,25960,3,session_zscore,test
340,subj01,341,26120,3,session_zscore,test
341,subj01,342,26128,3,session_zscore,test
342,subj01,343,26164,3,session_zscore,test
343,subj01,344,26244,3,session_zscore,test
344,subj01,345,26293,3,session_zscore,test
345,subj01,346,26308,3,session_zscore,test
346,subj01,347,26352,3,session_zscore,test
347,subj01,348,26373,3,session_zscore,test
348,subj01,349,26436,3,session_zscore,test
349,subj01,350,26459,3,session_zscore,test
350,subj01,351,26599,3,session_zscore,test
351,subj01,352,26721,3,session_zscore,test
352,subj01,353,26781,3,session_zscore,test
353,subj01,354,26896,3,session_zscore,test
354,subj01,355,26910,3,session_zscore,test
355,subj01,356,26972,3,session_zscore,test
356,subj01,357,26991,3,session_zscore,test
357,subj01,358,27243,3,session_zscore,test
358,subj01,359,27276,3,session_zscore,test
359,subj01,360,27288,3,session_zscore,test
360,subj01,361,27327,3,session_zscore,test
361,subj01,362,27436,3,session_zscore,test
362,subj01,363,27569,3,session_zscore,test
363,subj01,364,27581,3,session_zscore,test
364,subj01,365,27831,3,session_zscore,test
365,subj01,366,27879,3,session_zscore,test
366,subj01,367,27973,3,session_zscore,test
367,subj01,368,28025,3,session_zscore,test
368,subj01,369,28069,3,session_zscore,test
369,subj01,370,28097,3,session_zscore,test
370,subj01,371,28160,3,session_zscore,test
371,subj01,372,28190,3,session_zscore,test
372,subj01,373,28287,3,session_zscore,test
373,subj01,374,28304,3,session_zscore,test
374,subj01,375,28320,3,session_zscore,test
375,subj01,376,28326,3,session_zscore,test
376,subj01,377,28342,3,session_zscore,test
377,subj01,378,28350,3,session_zscore,test
378,subj01,379,28419,3,session_zscore,test
379,subj01,380,28488,3,session_zscore,test
380,subj01,381,28525,3,session_zscore,test
381,subj01,382,28596,3,session_zscore,test
382,subj01,383,28690,3,session_zscore,test
383,subj01,384,28746,3,session_zscore,test
384,subj01,385,28752,3,session_zscore,test
385,subj01,386,28756,3,session_zscore,test
386,subj01,387,28789,3,session_zscore,test
387,subj01,388,28899,3,session_zscore,test
388,subj01,389,28964,3,session_zscore,test
389,subj01,390,29011,3,session_zscore,test
390,subj01,391,29022,3,session_zscore,test
391,subj01,392,29382,3,session_zscore,test
392,subj01,393,29569,3,session_zscore,test
393,subj01,394,29661,3,session_zscore,test
394,subj01,395,29664,3,session_zscore,test
395,subj01,396,29681,3,session_zscore,test
396,subj01,397,29712,3,session_zscore,test
397,subj01,398,29838,3,session_zscore,test
398,subj01,399,29887,3,session_zscore,test
399,subj01,400,29920,3,session_zscore,test
400,subj01,401,29981,3,session_zscore,test
401,subj01,402,30082,3,session_zscore,test
402,subj01,403,30374,3,session_zscore,test
403,subj01,404,30396,3,session_zscore,test
404,subj01,405,30408,3,session_zscore,test
405,subj01,406,30431,3,session_zscore,test
406,subj01,407,30564,3,session_zscore,test
407,subj01,408,30602,3,session_zscore,test
408,subj01,409,30633,3,session_zscore,test
409,subj01,410,30673,3,session_zscore,test
410,subj01,411,30675,3,session_zscore,test
411,subj01,412,30848,3,session_zscore,test
412,subj01,413,30857,3,session_zscore,test
413,subj01,414,30888,3,session_zscore,test
414,subj01,415,30923,3,session_zscore,test
415,subj01,416,30936,3,session_zscore,test
416,subj01,417,30955,3,session_zscore,test
417,subj01,418,31029,3,session_zscore,test
418,subj01,419,31050,3,session_zscore,test
419,subj01,420,31065,3,session_zscore,test
420,subj01,421,31124,3,session_zscore,test
421,subj01,422,31234,3,session_zscore,test
422,subj01,423,31350,3,session_zscore,test
423,subj01,424,31447,3,session_zscore,test
424,subj01,425,31660,3,session_zscore,test
425,subj01,426,31748,3,session_zscore,test
426,subj01,427,31783,3,session_zscore,test
427,subj01,428,31802,3,session_zscore,test
428,subj01,429,31838,3,session_zscore,test
429,subj01,430,31937,3,session_zscore,test
430,subj01,431,31965,3,session_zscore,test
431,subj01,432,32054,3,session_zscore,test
432,subj01,433,32233,3,session_zscore,test
433,subj01,434,32304,3,session_zscore,test
434,subj01,435,32308,3,session_zscore,test
435,subj01,436,32626,3,session_zscore,test
436,subj01,437,32644,3,session_zscore,test
437,subj01,438,32717,3,session_zscore,test
438,subj01,439,32772,3,session_zscore,test
439,subj01,440,32773,3,session_zscore,test
440,subj01,441,32858,3,session_zscore,test
441,subj01,442,32892,3,session_zscore,test
442,subj01,443,32911,3,session_zscore,test
443,subj01,444,33132,3,session_zscore,test
444,subj01,445,33172,3,session_zscore,test
445,subj01,446,33190,3,session_zscore,test
446,subj01,447,33246,3,session_zscore,test
447,subj01,448,33290,3,session_zscore,test
448,subj01,449,33522,3,session_zscore,test
449,subj01,450,33544,3,session_zscore,test
450,subj01,451,33753,3,session_zscore,test
451,subj01,452,33814,3,session_zscore,test
452,subj01,453,33907,3,session_zscore,test
453,subj01,454,34069,3,session_zscore,test
454,subj01,455,34081,3,session_zscore,test
455,subj01,456,34090,3,session_zscore,test
456,subj01,457,34127,3,session_zscore,test
457,subj01,458,34187,3,session_zscore,test
458,subj01,459,34239,3,session_zscore,test
459,subj01,460,34419,3,session_zscore,test
460,subj01,461,34604,3,session_zscore,test
461,subj01,462,34752,3,session_zscore,test
462,subj01,463,34830,3,session_zscore,test
463,subj01,464,34846,3,session_zscore,test
464,subj01,465,34851,3,session_zscore,test
465,subj01,466,34875,3,session_zscore,test
466,subj01,467,34976,3,session_zscore,test
467,subj01,468,35095,3,session_zscore,test
468,subj01,469,35130,3,session_zscore,test
469,subj01,470,35744,3,session_zscore,test
470,subj01,471,35753,3,session_zscore,test
471,subj01,472,35791,3,session_zscore,test
472,subj01,473,35799,3,session_zscore,test
473,subj01,474,35987,3,session_zscore,test
474,subj01,475,36068,3,session_zscore,test
475,subj01,476,36259,3,session_zscore,test
476,subj01,477,36477,3,session_zscore,test
477,subj01,478,36570,3,session_zscore,test
478,subj01,479,36577,3,session_zscore,test
479,subj01,480,36624,3,session_zscore,test
480,subj01,481,36630,3,session_zscore,test
481,subj01,482,36683,3,session_zscore,test
482,subj01,483,36732,3,session_zscore,test
483,subj01,484,36760,3,session_zscore,test
484,subj01,485,36911,3,session_zscore,test
485,subj01,486,36946,3,session_zscore,test
486,subj01,487,36975,3,session_zscore,test
487,subj01,488,36979,3,session_zscore,test
488,subj01,489,37060,3,session_zscore,test
489,subj01,490,37222,3,session_zscore,test
490,subj01,491,37225,3,session_zscore,test
491,subj01,492,37437,3,session_zscore,test
492,subj01,493,37495,3,session_zscore,test
493,subj01,494,37609,3,session_zscore,test
494,subj01,495,37737,3,session_zscore,test
495,subj01,496,37802,3,session_zscore,test
496,subj01,497,37928,3,session_zscore,test
497,subj01,498,38023,3,session_zscore,test
498,subj01,499,38026,3,session_zscore,test
499,subj01,500,38061,3,session_zscore,test
500,subj01,501,38247,3,session_zscore,test
501,subj01,502,38279,3,session_zscore,test
502,subj01,503,38298,3,session_zscore,test
503,subj01,504,38311,3,session_zscore,test
504,subj01,505,38359,3,session_zscore,test
505,subj01,506,38484,3,session_zscore,test
506,subj01,507,38487,3,session_zscore,test
507,subj01,508,38495,3,session_zscore,test
508,subj01,509,38642,3,session_zscore,test
509,subj01,510,38795,3,session_zscore,test
510,subj01,511,38818,3,session_zscore,test
511,subj01,512,38830,3,session_zscore,test
512,subj01,513,38854,3,session_zscore,test
513,subj01,514,38979,3,session_zscore,test
514,subj01,515,39048,3,session_zscore,test
515,subj01,516,39059,3,session_zscore,test
516,subj01,517,39096,3,session_zscore,test
517,subj01,518,39290,3,session_zscore,test
518,subj01,519,39299,3,session_zscore,test
519,subj01,520,39370,3,session_zscore,test
520,subj01,521,39403,3,session_zscore,test
521,subj01,522,39510,3,session_zscore,test
522,subj01,523,39548,3,session_zscore,test
523,subj01,524,39554,3,session_zscore,test
524,subj01,525,39842,3,session_zscore,test
525,subj01,526,39998,3,session_zscore,test
526,subj01,527,40154,3,session_zscore,test
527,subj01,528,40236,3,session_zscore,test
528,subj01,529,40424,3,session_zscore,test
529,subj01,530,40549,3,session_zscore,test
530,subj01,531,40576,3,session_zscore,test
531,subj01,532,40722,3,session_zscore,test
532,subj01,533,40771,3,session_zscore,test
533,subj01,534,40841,3,session_zscore,test
534,subj01,535,40847,3,session_zscore,test
535,subj01,536,40910,3,session_zscore,test
536,subj01,537,40921,3,session_zscore,test
537,subj01,538,40925,3,session_zscore,test
538,subj01,539,40936,3,session_zscore,test
539,subj01,540,40980,3,session_zscore,test
540,subj01,541,41057,3,session_zscore,test
541,subj01,542,41098,3,session_zscore,test
542,subj01,543,41117,3,session_zscore,test
543,subj01,544,41138,3,session_zscore,test
544,subj01,545,41163,3,session_zscore,test
545,subj01,546,41483,3,session_zscore,test
546,subj01,547,41567,3,session_zscore,test
547,subj01,548,41575,3,session_zscore,test
548,subj01,549,41624,3,session_zscore,test
549,subj01,550,41654,3,session_zscore,test
550,subj01,551,41711,3,session_zscore,test
551,subj01,552,41779,3,session_zscore,test
552,subj01,553,41815,3,session_zscore,test
553,subj01,554,41928,3,session_zscore,test
554,subj01,555,41935,3,session_zscore,test
555,subj01,556,42008,3,session_zscore,test
556,subj01,557,42127,3,session_zscore,test
557,subj01,558,42167,3,session_zscore,test
558,subj01,559,42172,3,session_zscore,test
559,subj01,560,42215,3,session_zscore,test
560,subj01,561,42225,3,session_zscore,test
561,subj01,562,42239,3,session_zscore,test
562,subj01,563,42300,3,session_zscore,test
563,subj01,564,42474,3,session_zscore,test
564,subj01,565,42564,3,session_zscore,test
565,subj01,566,42643,3,session_zscore,test
566,subj01,567,42649,3,session_zscore,test
567,subj01,568,42698,3,session_zscore,test
568,subj01,569,42782,3,session_zscore,test
569,subj01,570,42852,3,session_zscore,test
570,subj01,571,42913,3,session_zscore,test
571,subj01,572,42947,3,session_zscore,test
572,subj01,573,42981,3,session_zscore,test
573,subj01,574,43108,3,session_zscore,test
574,subj01,575,43157,3,session_zscore,test
575,subj01,576,43158,3,session_zscore,test
576,subj01,577,43160,3,session_zscore,test
577,subj01,578,43165,3,session_zscore,test
578,subj01,579,43225,3,session_zscore,test
579,subj01,580,43251,3,session_zscore,test
580,subj01,581,43289,3,session_zscore,test
581,subj01,582,43429,3,session_zscore,test
582,subj01,583,43430,3,session_zscore,test
583,subj01,584,43446,3,session_zscore,test
584,subj01,585,43466,3,session_zscore,test
585,subj01,586,43501,3,session_zscore,test
586,subj01,587,43620,3,session_zscore,test
587,subj01,588,43676,3,session_zscore,test
588,subj01,589,43690,3,session_zscore,test
589,subj01,590,43747,3,session_zscore,test
590,subj01,591,43819,3,session_zscore,test
591,subj01,592,43821,3,session_zscore,test
592,subj01,593,43853,3,session_zscore,test
593,subj01,594,43951,3,session_zscore,test
594,subj01,595,43985,3,session_zscore,test
595,subj01,596,44053,3,session_zscore,test
596,subj01,597,44098,3,session_zscore,test
597,subj01,598,44108,3,session_zscore,test
598,subj01,599,44139,3,session_zscore,test
599,subj01,600,44145,3,session_zscore,test
600,subj01,601,44185,3,session_zscore,test
601,subj01,602,44325,3,session_zscore,test
602,subj01,603,44340,3,session_zscore,test
603,subj01,604,44370,3,session_zscore,test
604,subj01,605,44413,3,session_zscore,test
605,subj01,606,44706,3,session_zscore,test
606,subj01,607,44721,3,session_zscore,test
607,subj01,608,44730,3,session_zscore,test
608,subj01,609,44737,3,session_zscore,test
609,subj01,610,44845,3,session_zscore,test
610,subj01,611,44972,3,session_zscore,test
611,subj01,612,44981,3,session_zscore,test
612,subj01,613,45130,3,session_zscore,test
613,subj01,614,45214,3,session_zscore,test
614,subj01,615,45357,3,session_zscore,test
615,subj01,616,45596,3,session_zscore,test
616,subj01,617,45633,3,session_zscore,test
617,subj01,618,45747,3,session_zscore,test
618,subj01,619,45751,3,session_zscore,test
619,subj01,620,45838,3,session_zscore,test
620,subj01,621,45844,3,session_zscore,test
621,subj01,622,45946,3,session_zscore,test
622,subj01,623,45982,3,session_zscore,test
623,subj01,624,45983,3,session_zscore,test
624,subj01,625,46000,3,session_zscore,test
625,subj01,626,46003,3,session_zscore,test
626,subj01,627,46037,3,session_zscore,test
627,subj01,628,46102,3,session_zscore,test
628,subj01,629,46137,3,session_zscore,test
629,subj01,630,46151,3,session_zscore,test
630,subj01,631,46161,3,session_zscore,test
631,subj01,632,46275,3,session_zscore,test
632,subj01,633,46322,3,session_zscore,test
633,subj01,634,46373,3,session_zscore,test
634,subj01,635,46381,3,session_zscore,test
635,subj01,636,46461,3,session_zscore,test
636,subj01,637,46463,3,session_zscore,test
637,subj01,638,46481,3,session_zscore,test
638,subj01,639,46524,3,session_zscore,test
639,subj01,640,46643,3,session_zscore,test
640,subj01,641,46662,3,session_zscore,test
641,subj01,642,46807,3,session_zscore,test
642,subj01,643,46836,3,session_zscore,test
643,subj01,644,46862,3,session_zscore,test
644,subj01,645,47034,3,session_zscore,test
645,subj01,646,47071,3,session_zscore,test
646,subj01,647,47100,3,session_zscore,test
647,subj01,648,47201,3,session_zscore,test
648,subj01,649,47291,3,session_zscore,test
649,subj01,650,47294,3,session_zscore,test
650,subj01,651,47322,3,session_zscore,test
651,subj01,652,47409,3,session_zscore,test
652,subj01,653,47599,3,session_zscore,test
653,subj01,654,47601,3,session_zscore,test
654,subj01,655,47615,3,session_zscore,test
655,subj01,656,47657,3,session_zscore,test
656,subj01,657,47688,3,session_zscore,test
657,subj01,658,48158,3,session_zscore,test
658,subj01,659,48261,3,session_zscore,test
659,subj01,660,48375,3,session_zscore,test
660,subj01,661,48380,3,session_zscore,test
661,subj01,662,48394,3,session_zscore,test
